Order ID,Date,Account,Aminu SKU,Qty,Appoint. Date,Category,Unit Price,Treat Disc,Retail Disc,Base Price,GST,Final Price,Check (R/T),,,,,,,,,,,,,,,,
2515,07-Nov-25,J,FG - Milky Mineral Sunscreen - 5ml,60,11-Nov-25,SPF,0,,36.00%,0,0,0,FALSE,,,,,,,,,,,,,,,,
2516,04-Nov-25,K,FG - Milky Mineral Sunscreen - 5ml,40,13-Nov-25,SPF,0,,36.00%,0,0,0,FALSE,,,,,,,,,,,,,,,,
2517,05-Nov-25,L,FG - Milky Mineral Sunscreen - 5ml,40,11-Nov-25,SPF,0,,36.00%,0,0,0,FALSE,,,,,,,,,,,,,,,,
2518,04-Nov-25,M,FG - Milky Mineral Sunscreen - 5ml,30,11-Nov-25,SPF,0,,36.00%,0,0,0,FALSE,,,,,,,,,,,,,,,,
2519,04-Nov-25,F,FG - Eye Serum - 10ml,15,05-Nov-25,Serum,1567.8,,36.00%,"15,050.85",2709.15,17760,FALSE,,,,,,,,,,,,,,,,
2519,04-Nov-25,F,FG - Regenerating Serum - 30ml,0,05-Nov-25,Serum,3389.83,,36.00%,0,0,0,FALSE,,,,,,,,,,,,,,,,
2519,04-Nov-25,F,FG - Melting Balm Cleanser - 50ml,2,05-Nov-25,Cleanser,1016.95,,36.00%,"1,301.69",234.31,1536,FALSE,,,,,,,,,,,,,,,,
2519,04-Nov-25,F,FG - AHA Face Wash - 100ml,2,05-Nov-25,Cleanser,1228.81,,36.00%,"1,572.88",283.12,1856,FALSE,,,,,,,,,,,,,,,,
2519,04-Nov-25,F,FG - Clarifying Concentrate - 10ml,1,05-Nov-25,Serum,661.02,,36.00%,423.05,76.15,499.2,FALSE,,,,,,,,,,,,,,,,
2519,04-Nov-25,F,FG - Nourishing Sleep Oil - 30ml,1,05-Nov-25,Oil,2033.9,,36.00%,"1,301.69",234.31,1536,FALSE,,,,,,,,,,,,,,,,
2519,04-Nov-25,F,FG - Copper Peptide Serum - 10ml,1,05-Nov-25,Serum,1559.32,,36.00%,997.97,179.63,1177.6,FALSE,,,,,,,,,,,,,,,,
2519,04-Nov-25,F,FG - AHA Power Peel - 50ml,1,05-Nov-25,Masks & Exfoliators,1864.41,,36.00%,"1,193.22",214.78,1408,FALSE,,,,,,,,,,,,,,,,
2519,04-Nov-25,F,FG - Sea Salt Body Scrub - 200ml,1,05-Nov-25,Body,2245.76,,36.00%,"1,437.29",258.71,1696,FALSE,,,,,,,,,,,,,,,,
2519,04-Nov-25,F,FG - Skin Perfecting Serum - 30ml,1,05-Nov-25,Serum,2076.27,,36.00%,"1,328.81",239.19,1568,FALSE,,,,,,,,,,,,,,,,
2519,04-Nov-25,F,FG - Drating Cream - 50ml,1,05-Nov-25,Cream,2330.51,,36.00%,"1,491.53",268.47,1760,FALSE,,,,,,,,,,,,,,,,
2519,04-Nov-25,F,FG - Copper Peptide Serum - 30ml,1,05-Nov-25,Serum,3898.31,,36.00%,"2,494.92",449.08,2944,FALSE,,,,,,,,,,,,,,,,
2519,04-Nov-25,F,FG - Clarifying Concentrate - 30ml,1,05-Nov-25,Serum,1652.54,,36.00%,"1,057.63",190.37,1248,FALSE,,,,,,,,,,,,,,,,
2519,04-Nov-25,F,FG - Antioxidant Body Scrub - 200ml,1,05-Nov-25,Body,1991.53,,36.00%,"1,274.58",229.42,1504,FALSE,,,,,,,,,,,,,,,,
2519,04-Nov-25,F,FG - VitC Body Oil - 100ml,1,05-Nov-25,Body,1144.07,,36.00%,732.2,131.8,864,FALSE,,,,,,,,,,,,,,,,
2520,04-Nov-25,F,FG - Eye Serum - 10ml,19,05-Nov-25,Serum,1567.8,,36.00%,"19,064.41",3431.59,22496,FALSE,,,,,,,,,,,,,,,,
2520,04-Nov-25,F,FG - Regenerating Serum - 30ml,0,05-Nov-25,Serum,3389.83,,36.00%,0,0,0,FALSE,,,,,,,,,,,,,,,,
2520,04-Nov-25,F,FG - Melting Balm Cleanser - 50ml,3,05-Nov-25,Cleanser,1016.95,,36.00%,"1,952.54",351.46,2304,FALSE,,,,,,,,,,,,,,,,
2520,04-Nov-25,F,FG - Copper Peptide Serum - 10ml,2,05-Nov-25,Serum,1559.32,,36.00%,"1,995.93",359.27,2355.2,FALSE,,,,,,,,,,,,,,,,
2520,04-Nov-25,F,FG - AHA Face Wash - 100ml,2,05-Nov-25,Cleanser,1228.81,,36.00%,"1,572.88",283.12,1856,FALSE,,,,,,,,,,,,,,,,
2520,04-Nov-25,F,FG - Clarifying Concentrate - 10ml,1,05-Nov-25,Serum,661.02,,36.00%,423.05,76.15,499.2,FALSE,,,,,,,,,,,,,,,,
2520,04-Nov-25,F,FG - Nourishing Sleep Oil - 30ml,1,05-Nov-25,Oil,2033.9,,36.00%,"1,301.69",234.31,1536,FALSE,,,,,,,,,,,,,,,,
2520,04-Nov-25,F,FG - AHA Power Peel - 50ml,1,05-Nov-25,Masks & Exfoliators,1864.41,,36.00%,"1,193.22",214.78,1408,FALSE,,,,,,,,,,,,,,,,
2520,04-Nov-25,F,FG - Sea Salt Body Scrub - 200ml,1,05-Nov-25,Body,2245.76,,36.00%,"1,437.29",258.71,1696,FALSE,,,,,,,,,,,,,,,,
2520,04-Nov-25,F,FG - Skin Perfecting Serum - 30ml,1,05-Nov-25,Serum,2076.27,,36.00%,"1,328.81",239.19,1568,FALSE,,,,,,,,,,,,,,,,
2520,04-Nov-25,F,FG - Drating Cream - 50ml,1,05-Nov-25,Cream,2330.51,,36.00%,"1,491.53",268.47,1760,FALSE,,,,,,,,,,,,,,,,
2520,04-Nov-25,F,FG - Copper Peptide Serum - 30ml,1,05-Nov-25,Serum,3898.31,,36.00%,"2,494.92",449.08,2944,FALSE,,,,,,,,,,,,,,,,
2520,04-Nov-25,F,FG - Clarifying Concentrate - 30ml,1,05-Nov-25,Serum,1652.54,,36.00%,"1,057.63",190.37,1248,FALSE,,,,,,,,,,,,,,,,
2520,04-Nov-25,F,FG - Antioxidant Body Scrub - 200ml,1,05-Nov-25,Body,1991.53,,36.00%,"1,274.58",229.42,1504,FALSE,,,,,,,,,,,,,,,,
2520,04-Nov-25,F,FG - VitC Body Oil - 100ml,1,05-Nov-25,Body,1144.07,,36.00%,732.2,131.8,864,FALSE,,,,,,,,,,,,,,,,
2521,05-Nov-25,A,FG - Eye Serum - 10ml,20,13-Nov-25,Serum,1567.8,,36.00%,"20,067.80",3612.2,23680,FALSE,,,,,,,,,,,,,,,,
2521,05-Nov-25,A,FG - Regenerating Serum - 30ml,0,13-Nov-25,Serum,3389.83,,36.00%,0,0,0,FALSE,,,,,,,,,,,,,,,,
2521,05-Nov-25,A,FG - Melting Balm Cleanser - 50ml,3,13-Nov-25,Cleanser,1016.95,,36.00%,"1,952.54",351.46,2304,FALSE,,,,,,,,,,,,,,,,
2521,05-Nov-25,A,FG - Copper Peptide Serum - 10ml,2,13-Nov-25,Serum,1559.32,,36.00%,"1,995.93",359.27,2355.2,FALSE,,,,,,,,,,,,,,,,
2521,05-Nov-25,A,FG - Skin Perfecting Serum - 30ml,4,13-Nov-25,Serum,2076.27,,36.00%,"5,315.25",956.75,6272,FALSE,,,,,,,,,,,,,,,,
2521,05-Nov-25,A,FG - AHA Face Wash - 100ml,2,13-Nov-25,Cleanser,1228.81,,36.00%,"1,572.88",283.12,1856,FALSE,,,,,,,,,,,,,,,,
2521,05-Nov-25,A,FG - Clarifying Concentrate - 10ml,1,13-Nov-25,Serum,661.02,,36.00%,423.05,76.15,499.2,FALSE,,,,,,,,,,,,,,,,
2521,05-Nov-25,A,FG - Nourishing Sleep Oil - 30ml,1,13-Nov-25,Oil,2033.9,,36.00%,"1,301.69",234.31,1536,FALSE,,,,,,,,,,,,,,,,
2521,05-Nov-25,A,FG - AHA Power Peel - 50ml,1,13-Nov-25,Masks & Exfoliators,1864.41,,36.00%,"1,193.22",214.78,1408,FALSE,,,,,,,,,,,,,,,,
2521,05-Nov-25,A,FG - Sea Salt Body Scrub - 200ml,1,13-Nov-25,Body,2245.76,,36.00%,"1,437.29",258.71,1696,FALSE,,,,,,,,,,,,,,,,
2521,05-Nov-25,A,FG - Drating Cream - 50ml,2,13-Nov-25,Cream,2330.51,,36.00%,"2,983.05",536.95,3520,FALSE,,,,,,,,,,,,,,,,
2521,05-Nov-25,A,FG - Copper Peptide Serum - 30ml,1,13-Nov-25,Serum,3898.31,,36.00%,"2,494.92",449.08,2944,FALSE,,,,,,,,,,,,,,,,
2521,05-Nov-25,A,FG - Clarifying Concentrate - 30ml,1,13-Nov-25,Serum,1652.54,,36.00%,"1,057.63",190.37,1248,FALSE,,,,,,,,,,,,,,,,
2521,05-Nov-25,A,FG - Antioxidant Body Scrub - 200ml,1,13-Nov-25,Body,1991.53,,36.00%,"1,274.58",229.42,1504,FALSE,,,,,,,,,,,,,,,,
2521,05-Nov-25,A,FG - VitC Body Oil - 100ml,1,13-Nov-25,Body,1144.07,,36.00%,732.2,131.8,864,FALSE,,,,,,,,,,,,,,,,
2522,08-Nov-25,H,FG - Eye Serum - 10ml,19,14-Nov-25,Serum,1567.8,,36.00%,"19,064.41",3431.59,22496,FALSE,,,,,,,,,,,,,,,,
2522,08-Nov-25,H,FG - Regenerating Serum - 30ml,0,14-Nov-25,Serum,3389.83,,36.00%,0,0,0,FALSE,,,,,,,,,,,,,,,,
2522,08-Nov-25,H,FG - Melting Balm Cleanser - 50ml,3,14-Nov-25,Cleanser,1016.95,,36.00%,"1,952.54",351.46,2304,FALSE,,,,,,,,,,,,,,,,
2522,08-Nov-25,H,FG - Copper Peptide Serum - 10ml,2,14-Nov-25,Serum,1559.32,,36.00%,"1,995.93",359.27,2355.2,FALSE,,,,,,,,,,,,,,,,
2522,08-Nov-25,H,FG - AHA Face Wash - 100ml,2,14-Nov-25,Cleanser,1228.81,,36.00%,"1,572.88",283.12,1856,FALSE,,,,,,,,,,,,,,,,
2522,08-Nov-25,H,FG - Clarifying Concentrate - 10ml,1,14-Nov-25,Serum,661.02,,36.00%,423.05,76.15,499.2,FALSE,,,,,,,,,,,,,,,,
2522,08-Nov-25,H,FG - Nourishing Sleep Oil - 30ml,1,14-Nov-25,Oil,2033.9,,36.00%,"1,301.69",234.31,1536,FALSE,,,,,,,,,,,,,,,,
2522,08-Nov-25,H,FG - AHA Power Peel - 50ml,1,14-Nov-25,Masks & Exfoliators,1864.41,,36.00%,"1,193.22",214.78,1408,FALSE,,,,,,,,,,,,,,,,
2522,08-Nov-25,H,FG - Sea Salt Body Scrub - 200ml,1,14-Nov-25,Body,2245.76,,36.00%,"1,437.29",258.71,1696,FALSE,,,,,,,,,,,,,,,,
2522,08-Nov-25,H,FG - Skin Perfecting Serum - 30ml,1,14-Nov-25,Serum,2076.27,,36.00%,"1,328.81",239.19,1568,FALSE,,,,,,,,,,,,,,,,
2522,08-Nov-25,H,FG - Drating Cream - 50ml,1,14-Nov-25,Cream,2330.51,,36.00%,"1,491.53",268.47,1760,FALSE,,,,,,,,,,,,,,,,
2522,08-Nov-25,H,FG - Copper Peptide Serum - 30ml,1,14-Nov-25,Serum,3898.31,,36.00%,"2,494.92",449.08,2944,FALSE,,,,,,,,,,,,,,,,
2522,08-Nov-25,H,FG - Clarifying Concentrate - 30ml,1,14-Nov-25,Serum,1652.54,,36.00%,"1,057.63",190.37,1248,FALSE,,,,,,,,,,,,,,,,
2522,08-Nov-25,H,FG - Antioxidant Body Scrub - 200ml,1,14-Nov-25,Body,1991.53,,36.00%,"1,274.58",229.42,1504,FALSE,,,,,,,,,,,,,,,,
2522,08-Nov-25,H,FG - VitC Body Oil - 100ml,1,14-Nov-25,Body,1144.07,,36.00%,732.2,131.8,864,FALSE,,,,,,,,,,,,,,,,
2523,07-Nov-25,J,FG - Eye Serum - 10ml,18,11-Nov-25,Serum,1567.8,,36.00%,"18,061.02",3250.98,21312,FALSE,,,,,,,,,,,,,,,,
2523,07-Nov-25,J,FG - Regenerating Serum - 30ml,0,11-Nov-25,Serum,3389.83,,36.00%,0,0,0,FALSE,,,,,,,,,,,,,,,,
2523,07-Nov-25,J,FG - Melting Balm Cleanser - 50ml,3,11-Nov-25,Cleanser,1016.95,,36.00%,"1,952.54",351.46,2304,FALSE,,,,,,,,,,,,,,,,
2523,07-Nov-25,J,FG - AHA Face Wash - 100ml,2,11-Nov-25,Cleanser,1228.81,,36.00%,"1,572.88",283.12,1856,FALSE,,,,,,,,,,,,,,,,
2523,07-Nov-25,J,FG - Clarifying Concentrate - 10ml,1,11-Nov-25,Serum,661.02,,36.00%,423.05,76.15,499.2,FALSE,,,,,,,,,,,,,,,,
2523,07-Nov-25,J,FG - Nourishing Sleep Oil - 30ml,1,11-Nov-25,Oil,2033.9,,36.00%,"1,301.69",234.31,1536,FALSE,,,,,,,,,,,,,,,,
2523,07-Nov-25,J,FG - Copper Peptide Serum - 10ml,1,11-Nov-25,Serum,1559.32,,36.00%,997.97,179.63,1177.6,FALSE,,,,,,,,,,,,,,,,
2523,07-Nov-25,J,FG - AHA Power Peel - 50ml,1,11-Nov-25,Masks & Exfoliators,1864.41,,36.00%,"1,193.22",214.78,1408,FALSE,,,,,,,,,,,,,,,,
2523,07-Nov-25,J,FG - Sea Salt Body Scrub - 200ml,1,11-Nov-25,Body,2245.76,,36.00%,"1,437.29",258.71,1696,FALSE,,,,,,,,,,,,,,,,
2523,07-Nov-25,J,FG - Skin Perfecting Serum - 30ml,1,11-Nov-25,Serum,2076.27,,36.00%,"1,328.81",239.19,1568,FALSE,,,,,,,,,,,,,,,,
2523,07-Nov-25,J,FG - Drating Cream - 50ml,1,11-Nov-25,Cream,2330.51,,36.00%,"1,491.53",268.47,1760,FALSE,,,,,,,,,,,,,,,,
2523,07-Nov-25,J,FG - Copper Peptide Serum - 30ml,1,11-Nov-25,Serum,3898.31,,36.00%,"2,494.92",449.08,2944,FALSE,,,,,,,,,,,,,,,,
2523,07-Nov-25,J,FG - Clarifying Concentrate - 30ml,0,11-Nov-25,Serum,1652.54,,36.00%,0,0,0,FALSE,,,,,,,,,,,,,,,,
2523,07-Nov-25,J,FG - Antioxidant Body Scrub - 200ml,1,11-Nov-25,Body,1991.53,,36.00%,"1,274.58",229.42,1504,FALSE,,,,,,,,,,,,,,,,
2523,07-Nov-25,J,FG - VitC Body Oil - 100ml,1,11-Nov-25,Body,1144.07,,36.00%,732.2,131.8,864,FALSE,,,,,,,,,,,,,,,,
2524,07-Nov-25,I,FG - Correcting Concentrate - 30ml,1,13-Nov-25,Serum,3050.85,,36.00%,"1,952.54",351.46,2304,FALSE,,,,,,,,,,,,,,,,
2524,07-Nov-25,I,FG - Bio-Retinol Cream - 30ml,1,13-Nov-25,Cream,2415.25,,36.00%,"1,545.76",278.24,1824,FALSE,,,,,,,,,,,,,,,,
2524,07-Nov-25,I,FG - VitC Body Oil - 100ml,3,13-Nov-25,Body,1144.07,,36.00%,"2,196.61",395.39,2592,FALSE,,,,,,,,,,,,,,,,
2524,07-Nov-25,I,FG - Sea Salt Body Scrub - 200ml,3,13-Nov-25,Body,2245.76,,36.00%,"4,311.86",776.14,5088,FALSE,,,,,,,,,,,,,,,,
2524,07-Nov-25,I,FG - Radiance Face Oil - 30ml,3,13-Nov-25,Oil,3008.47,,36.00%,"5,776.27",1039.73,6816,FALSE,,,,,,,,,,,,,,,,
2524,07-Nov-25,I,FG - VitB Body Lotion - 100ml,3,13-Nov-25,Body,1398.31,,36.00%,"2,684.75",483.25,3168,FALSE,,,,,,,,,,,,,,,,
2524,07-Nov-25,I,FG - Copper Peptide Serum - 30ml,3,13-Nov-25,Serum,3898.31,,36.00%,"7,484.75",1347.25,8832,FALSE,,,,,,,,,,,,,,,,
2524,07-Nov-25,I,FG - Copper Peptide Serum - 10ml,5,13-Nov-25,Serum,1559.32,,36.00%,"4,989.83",898.17,5888,FALSE,,,,,,,,,,,,,,,,
2524,07-Nov-25,I,FG - Eye Serum - 10ml,16,13-Nov-25,Serum,1567.8,,36.00%,"16,054.24",2889.76,18944,FALSE,,,,,,,,,,,,,,,,
2525,07-Nov-25,I,FG - Eye Serum - 10ml,10,13-Nov-25,Serum,1567.8,,36.00%,"10,033.90",1806.1,11840,FALSE,,,,,,,,,,,,,,,,
2525,07-Nov-25,I,FG - Regenerating Serum - 30ml,0,13-Nov-25,Serum,3389.83,,36.00%,0,0,0,FALSE,,,,,,,,,,,,,,,,
2525,07-Nov-25,I,FG - Melting Balm Cleanser - 50ml,2,13-Nov-25,Cleanser,1016.95,,36.00%,"1,301.69",234.31,1536,FALSE,,,,,,,,,,,,,,,,
2525,07-Nov-25,I,FG - Copper Peptide Serum - 10ml,1,13-Nov-25,Serum,1559.32,,36.00%,997.97,179.63,1177.6,FALSE,,,,,,,,,,,,,,,,
2525,07-Nov-25,I,FG - Sea Salt Body Scrub - 200ml,1,13-Nov-25,Body,2245.76,,36.00%,"1,437.29",258.71,1696,FALSE,,,,,,,,,,,,,,,,
2525,07-Nov-25,I,FG - Skin Perfecting Serum - 30ml,1,13-Nov-25,Serum,2076.27,,36.00%,"1,328.81",239.19,1568,FALSE,,,,,,,,,,,,,,,,
2525,07-Nov-25,I,FG - Drating Cream - 50ml,1,13-Nov-25,Cream,2330.51,,36.00%,"1,491.53",268.47,1760,FALSE,,,,,,,,,,,,,,,,
2525,07-Nov-25,I,FG - Clarifying Concentrate - 30ml,0,13-Nov-25,Serum,1652.54,,36.00%,0,0,0,FALSE,,,,,,,,,,,,,,,,
2525,07-Nov-25,I,FG - Antioxidant Body Scrub - 200ml,1,13-Nov-25,Body,1991.53,,36.00%,"1,274.58",229.42,1504,FALSE,,,,,,,,,,,,,,,,
2525,07-Nov-25,I,FG - AHA Face Wash - 100ml,1,13-Nov-25,Cleanser,1228.81,,36.00%,786.44,141.56,928,FALSE,,,,,,,,,,,,,,,,
2525,07-Nov-25,I,FG - VitC Body Oil - 100ml,1,13-Nov-25,Body,1144.07,,36.00%,732.2,131.8,864,FALSE,,,,,,,,,,,,,,,,
2526,06-Nov-25,B,FG - Eye Serum - 10ml,16,18-Nov-25,Serum,1567.8,,36.00%,"16,054.24",2889.76,18944,FALSE,,,,,,,,,,,,,,,,
2526,06-Nov-25,B,FG - Regenerating Serum - 30ml,0,18-Nov-25,Serum,3389.83,,36.00%,0,0,0,FALSE,,,,,,,,,,,,,,,,
2526,06-Nov-25,B,FG - Melting Balm Cleanser - 50ml,2,18-Nov-25,Cleanser,1016.95,,36.00%,"1,301.69",234.31,1536,FALSE,,,,,,,,,,,,,,,,
2526,06-Nov-25,B,FG - AHA Face Wash - 100ml,2,18-Nov-25,Cleanser,1228.81,,36.00%,"1,572.88",283.12,1856,FALSE,,,,,,,,,,,,,,,,
2526,06-Nov-25,B,FG - Clarifying Concentrate - 10ml,1,18-Nov-25,Serum,661.02,,36.00%,423.05,76.15,499.2,FALSE,,,,,,,,,,,,,,,,
2526,06-Nov-25,B,FG - Nourishing Sleep Oil - 30ml,1,18-Nov-25,Oil,2033.9,,36.00%,"1,301.69",234.31,1536,FALSE,,,,,,,,,,,,,,,,
2526,06-Nov-25,B,FG - Copper Peptide Serum - 10ml,1,18-Nov-25,Serum,1559.32,,36.00%,997.97,179.63,1177.6,FALSE,,,,,,,,,,,,,,,,
2526,06-Nov-25,B,FG - AHA Power Peel - 50ml,1,18-Nov-25,Masks & Exfoliators,1864.41,,36.00%,"1,193.22",214.78,1408,FALSE,,,,,,,,,,,,,,,,
2526,06-Nov-25,B,FG - Sea Salt Body Scrub - 200ml,1,18-Nov-25,Body,2245.76,,36.00%,"1,437.29",258.71,1696,FALSE,,,,,,,,,,,,,,,,
2526,06-Nov-25,B,FG - Skin Perfecting Serum - 30ml,1,18-Nov-25,Serum,2076.27,,36.00%,"1,328.81",239.19,1568,FALSE,,,,,,,,,,,,,,,,
2526,06-Nov-25,B,FG - Drating Cream - 50ml,1,18-Nov-25,Cream,2330.51,,36.00%,"1,491.53",268.47,1760,FALSE,,,,,,,,,,,,,,,,
2526,06-Nov-25,B,FG - Copper Peptide Serum - 30ml,1,18-Nov-25,Serum,3898.31,,36.00%,"2,494.92",449.08,2944,FALSE,,,,,,,,,,,,,,,,
2526,06-Nov-25,B,FG - Clarifying Concentrate - 30ml,0,18-Nov-25,Serum,1652.54,,36.00%,0,0,0,FALSE,,,,,,,,,,,,,,,,
2526,06-Nov-25,B,FG - Antioxidant Body Scrub - 200ml,1,18-Nov-25,Body,1991.53,,36.00%,"1,274.58",229.42,1504,FALSE,,,,,,,,,,,,,,,,
2526,06-Nov-25,B,FG - VitC Body Oil - 100ml,1,18-Nov-25,Body,1144.07,,36.00%,732.2,131.8,864,FALSE,,,,,,,,,,,,,,,,
2527,08-Nov-25,G,FG - Eye Serum - 10ml,15,14-Nov-25,Serum,1567.8,,36.00%,"15,050.85",2709.15,17760,FALSE,,,,,,,,,,,,,,,,
2527,08-Nov-25,G,FG - Regenerating Serum - 30ml,0,14-Nov-25,Serum,3389.83,,36.00%,0,0,0,FALSE,,,,,,,,,,,,,,,,
2527,08-Nov-25,G,FG - Melting Balm Cleanser - 50ml,2,14-Nov-25,Cleanser,1016.95,,36.00%,"1,301.69",234.31,1536,FALSE,,,,,,,,,,,,,,,,
2527,08-Nov-25,G,FG - AHA Face Wash - 100ml,2,14-Nov-25,Cleanser,1228.81,,36.00%,"1,572.88",283.12,1856,FALSE,,,,,,,,,,,,,,,,
2527,08-Nov-25,G,FG - Clarifying Concentrate - 10ml,1,14-Nov-25,Serum,661.02,,36.00%,423.05,76.15,499.2,FALSE,,,,,,,,,,,,,,,,
2527,08-Nov-25,G,FG - Nourishing Sleep Oil - 30ml,1,14-Nov-25,Oil,2033.9,,36.00%,"1,301.69",234.31,1536,FALSE,,,,,,,,,,,,,,,,
2527,08-Nov-25,G,FG - Copper Peptide Serum - 10ml,1,14-Nov-25,Serum,1559.32,,36.00%,997.97,179.63,1177.6,FALSE,,,,,,,,,,,,,,,,
2527,08-Nov-25,G,FG - AHA Power Peel - 50ml,1,14-Nov-25,Masks & Exfoliators,1864.41,,36.00%,"1,193.22",214.78,1408,FALSE,,,,,,,,,,,,,,,,
2527,08-Nov-25,G,FG - Sea Salt Body Scrub - 200ml,1,14-Nov-25,Body,2245.76,,36.00%,"1,437.29",258.71,1696,FALSE,,,,,,,,,,,,,,,,
2527,08-Nov-25,G,FG - Skin Perfecting Serum - 30ml,1,14-Nov-25,Serum,2076.27,,36.00%,"1,328.81",239.19,1568,FALSE,,,,,,,,,,,,,,,,
2527,08-Nov-25,G,FG - Drating Cream - 50ml,1,14-Nov-25,Cream,2330.51,,36.00%,"1,491.53",268.47,1760,FALSE,,,,,,,,,,,,,,,,
2527,08-Nov-25,G,FG - Copper Peptide Serum - 30ml,1,14-Nov-25,Serum,3898.31,,36.00%,"2,494.92",449.08,2944,FALSE,,,,,,,,,,,,,,,,
2527,08-Nov-25,G,FG - Clarifying Concentrate - 30ml,1,14-Nov-25,Serum,1652.54,,36.00%,"1,057.63",190.37,1248,FALSE,,,,,,,,,,,,,,,,
2527,08-Nov-25,G,FG - Antioxidant Body Scrub - 200ml,1,14-Nov-25,Body,1991.53,,36.00%,"1,274.58",229.42,1504,FALSE,,,,,,,,,,,,,,,,
2527,08-Nov-25,G,FG - VitC Body Oil - 100ml,1,14-Nov-25,Body,1144.07,,36.00%,732.2,131.8,864,FALSE,,,,,,,,,,,,,,,,
2528,01-Nov-25,M,FG - Eye Serum - 10ml,13,12-Nov-25,Serum,1567.8,,36.00%,"13,044.07",2347.93,15392,FALSE,,,,,,,,,,,,,,,,
2528,01-Nov-25,M,FG - Regenerating Serum - 30ml,0,12-Nov-25,Serum,3389.83,,36.00%,0,0,0,FALSE,,,,,,,,,,,,,,,,
