transaction_id,currency_type,usd_value,deposited_date,deposited_time,user_id
OXRNV4EQ7Y359022,crypto,4343.9,7/4/2025,20:34:30,1
S3FY3ZWRSV059670,crypto,19858.43,8/4/2025,22:14:02,1
IJSPAT6A8O377090,crypto,23443.93,12/4/2025,9:37:19,1
DPDMSUIJGJ119806,crypto,18283.49,16/5/2025,1:24:08,1
C602MVRC6Y235542,crypto,21981.94,28/11/2024,14:28:01,1
5EJNCS55EW519777,crypto,3326.26,28/11/2024,15:50:46,1
NQA7R1KKBH857568,crypto,50503.57,28/11/2024,15:54:45,1
AEPOXSBFX9403015,crypto,47587.71,28/11/2024,16:06:15,1
NJVOT2PKTA304278,crypto,46306.04,28/11/2024,16:11:35,1
8HGQKSN3SE890950,crypto,28791.14,28/11/2024,16:30:04,1
TDA41J87UV020448,crypto,27043.98,28/11/2024,18:40:13,1
9MW30QYMPB901145,crypto,35421.09,28/11/2024,19:14:26,1
45S1JQNA0Z148909,crypto,7927.16,28/11/2024,19:16:26,1
1SMPA68FED834012,crypto,37986.01,28/11/2024,19:45:50,1
B2600VIB93145552,crypto,36637.51,28/11/2024,19:54:14,1
0WFUKCPWLR556065,crypto,49146.95,28/11/2024,19:54:29,1
B6BB0ZWJJI408343,crypto,11626.75,28/11/2024,20:01:53,1
FRDN6ZJ1IW024379,crypto,23023.22,28/11/2024,20:28:08,1
Z7M8F383AK502483,crypto,40462.61,28/11/2024,22:46:55,1
BLRX2DLVDW155852,crypto,41155.47,29/11/2024,0:12:06,1
2OQ0EPBUJM836070,crypto,4579.28,29/11/2024,0:18:18,1
LBPRQI7FPD995592,crypto,38599.01,29/11/2024,1:14:33,1
D4A8UUPWRZ307404,crypto,18128.05,29/11/2024,2:38:06,1
W5V6EK5UW6253211,crypto,40883.17,29/11/2024,3:03:18,1
VJKAQHDBVI022575,crypto,580.2,29/11/2024,4:24:27,1
O9DYSOM8FV977367,crypto,55736.55,29/11/2024,4:25:17,1
EI3G317GEY378170,crypto,29808.49,29/11/2024,5:01:23,1
2HY86LLNNS694082,crypto,18368.22,29/11/2024,5:20:13,1
29FNJMXDIO951921,crypto,16550.8,29/11/2024,5:22:14,1
P4F0NKQG4X578645,crypto,36524.09,29/11/2024,6:13:48,1
20HVDR7GFL624274,crypto,43725.96,29/11/2024,6:46:38,1
MAH1UA7SWO287349,crypto,24129.3,29/11/2024,7:56:56,1
YV5F6W3PPY654624,crypto,52522.23,29/11/2024,8:16:06,1
WLBCZXN2J6302487,crypto,48253.83,29/11/2024,8:19:21,1
4LXZCPCXXT077362,crypto,47982.31,29/11/2024,9:32:16,1
AEF9L6YVPN268161,crypto,13695.46,29/11/2024,10:45:14,1
YHNYPS1W3V592209,crypto,2713.07,29/11/2024,11:54:57,1
R2XCT58HYS449502,crypto,37798.71,29/11/2024,12:51:38,1
L0RHQHHX62839717,crypto,24653.38,29/11/2024,12:59:43,1
BJXJZNBZQI456474,crypto,34896.77,29/11/2024,13:03:24,1
VFYQL4KNXR968079,crypto,17594.94,29/11/2024,13:31:15,1
0756OMN01J473722,crypto,14228.87,29/11/2024,13:36:38,1
EZZMIOQW2E866657,crypto,54234.2,29/11/2024,14:12:02,1
CT5TGP93UC995476,crypto,27529.41,29/11/2024,14:31:24,1
H2PMKV7F8W236197,crypto,24730.57,29/11/2024,14:36:21,1
ZXHOIJIUOE193977,crypto,20438.71,29/11/2024,14:58:52,1
96DHZZNY6B014860,crypto,33260.15,29/11/2024,15:33:03,1
DS327Y4JYN516336,crypto,16192.73,29/11/2024,15:58:23,1
MU03V74P2P636409,crypto,55682.73,29/11/2024,16:44:48,1
2HL2RIRDN2143954,crypto,28417.95,29/11/2024,17:15:50,1
GIQRWYL32O402369,crypto,15814.67,29/11/2024,17:42:41,1
0DJCK1EXVH976349,crypto,44377.13,29/11/2024,17:57:40,1
R3F2SS0MR5786081,crypto,58466.23,29/11/2024,18:01:55,1
G2Z4VF876C823824,crypto,4374.41,1/12/2024,14:32:52,1
RZVWM7W5TW531881,crypto,38474.44,19/12/2024,9:05:35,1
A35XAJD4JA513440,crypto,15733.15,25/2/2025,11:35:58,1
I18RH95I54930518,crypto,36121.61,8/3/2025,20:16:37,1
0GG4R9LBLB928273,,4437.98,28/3/2025,22:56:14,1
VEELGNUIT7959410,,23324.15,31/5/2025,5:38:50,1
M74B71K4YT478347,crypto,22852.63,29/11/2024,9:11:50,1
6HYLN8EZWT729889,crypto,39680.89,6/10/2020,10:45:35,2
K6JIO6INT6489196,crypto,25717.6,6/10/2020,11:25:32,2
LKR2NTLYW5112217,fiat,10792.55,6/10/2020,12:00:59,2
PGD0WM5NQW212130,fiat,1867,6/10/2020,12:43:31,2
U6T1NCGPH0357795,fiat,38168.83,6/10/2020,14:12:36,2
HRE3GM2DAY679718,fiat,37904.7,6/10/2020,15:24:34,2
58BB7PIRNP982426,crypto,9391.93,6/10/2020,15:36:21,2
SXJG7F9O76936454,fiat,33899.5,6/10/2020,17:21:45,2
7J83B607JM420717,fiat,44504.55,6/10/2020,19:36:40,2
6XFO7YSHL0742304,fiat,33263.7,6/10/2020,20:41:03,2
U6SC0X7RHF884165,crypto,33946.69,6/10/2020,23:25:47,2
V6R1QIEPTS495175,fiat,6315.49,6/10/2020,23:43:49,2
JCZMFZGJ4R745093,crypto,42646.78,7/10/2020,0:01:52,2
52BRCGGAUP768200,fiat,18161.23,7/10/2020,0:20:42,2
JR6ZSFHF5S710518,crypto,14523.41,7/10/2020,0:58:00,2
MUZ7TH3V6C710434,crypto,16640.94,7/10/2020,2:13:29,2
ASV553TS2K665859,fiat,32112.48,7/10/2020,2:16:55,2
9KQRS71NNO706849,crypto,42761.61,7/10/2020,2:53:25,2
3TF11DY4ES174030,crypto,58893.17,7/10/2020,3:51:29,2
NGYX69D002986640,fiat,18846.4,7/10/2020,3:52:18,2
Q0I3MZYQBZ729887,crypto,56954.57,7/10/2020,5:23:57,2
J9LNE5RY26708256,crypto,14650.54,7/10/2020,6:04:27,2
JUDCKM9X2J441172,crypto,54079.89,7/10/2020,6:23:56,2
ZZTNRSIRGF260421,fiat,24756.07,7/10/2020,6:54:20,2
KBRWHK7MRK596654,fiat,42799.81,7/10/2020,8:08:56,2
6D0S6WNL49404519,crypto,21932.53,7/10/2020,11:31:25,2
VOUKSBH3J7744091,crypto,42548.85,7/10/2020,11:33:20,2
7VIM4QOLX6794472,crypto,20663,7/10/2020,13:15:07,2
L5QCRP7L2L025261,crypto,23001.82,10/10/2020,6:33:34,2
DGJ6TFS9Q9220066,fiat,13522.34,15/10/2020,8:56:15,2
80618TTRMV384999,crypto,11523.11,22/10/2020,15:37:34,2
3XZYIUYZ7Z728280,fiat,46097.77,10/11/2020,2:30:02,2
UZI282A3KJ281797,crypto,13772.11,6/12/2020,12:17:15,2
B0XL624SHX007009,fiat,24146.79,9/12/2020,23:21:14,2
MM7QLPTDWJ896433,crypto,31731.89,26/12/2020,9:33:00,2
D8YVCCTCEP562163,crypto,14997.68,1/1/2021,6:57:46,2
WPCWW8PPBI335454,fiat,46322.65,7/2/2021,22:08:48,2
E6JD3YHC7J866113,fiat,41186.76,15/2/2021,17:00:07,2
XIEAI300DQ053800,fiat,5304.54,13/3/2021,9:42:32,2
WH66QU86GP894282,crypto,7103.69,17/3/2021,19:10:58,2
OZYUK1EVL6010314,fiat,54132.38,19/4/2021,3:33:48,2
JWS4XYADND586965,crypto,28912.33,18/6/2021,2:36:38,2
89VXLASJ2P817642,crypto,59118.29,30/6/2021,2:02:52,2
W97QFBJ7AJ203930,fiat,56010.14,27/7/2021,12:13:53,2
0EI5TONX8T961950,fiat,6359.77,29/8/2021,10:03:09,2
N1HO8TENEF778787,fiat,26528.16,6/9/2021,21:36:01,2
KBU1GAG9VY816274,fiat,37702.9,6/9/2021,22:19:13,2
45L6SCFRJB513807,fiat,18578.39,12/9/2021,19:47:32,2
Z0RI8X6WOL158218,fiat,5807.68,25/9/2021,4:40:16,2
N1WZEMHAV1257540,crypto,23139.98,26/9/2021,18:05:50,2
HHA7QKQOOP297045,fiat,16453.87,7/10/2021,20:08:02,2
U59OPEGC61493838,crypto,2133.98,10/11/2021,15:33:12,2
C9XWOR5FI0955001,fiat,27893.92,19/11/2021,9:56:40,2
MCQKSIC44K917137,fiat,37297.83,27/12/2021,9:26:15,2
DY02N958Q8525122,fiat,50450.26,5/2/2022,6:31:46,2
R6MOYKIL0D248631,crypto,48611.95,1/4/2022,8:07:41,2
5V9BZC6ESJ461221,fiat,9344.44,15/4/2022,16:47:44,2
6U47WR0IPR886906,crypto,52554.91,13/5/2022,16:23:07,2
OY728AMA87031397,fiat,42433.24,15/6/2022,1:11:12,2
FAGYL4FVNN188271,crypto,23224.22,5/8/2022,22:55:38,2
9T44PCF00X298705,fiat,27930.86,7/8/2022,21:15:22,2
BEXLNHKRM7703585,fiat,27252.94,30/8/2022,6:47:38,2
AYRWESKC5K423121,crypto,19824.95,6/9/2022,7:46:17,2
B2T2G4IMW4097182,crypto,34616.72,6/9/2022,9:34:41,2
MBNQPKLBGO118527,fiat,48962.54,21/9/2022,15:55:18,2
6H01W9PR3S848609,crypto,22706.91,24/10/2022,1:07:58,2
46XFIPWWP0278550,fiat,56366.27,22/11/2022,11:56:55,2
JU3AKYSJ09037725,crypto,47699.47,4/12/2022,3:24:39,2
1UC5I4YO2N112397,crypto,56682.2,20/12/2022,1:42:07,2
KJMLDASFC3600860,fiat,44880.57,21/12/2022,22:09:49,2
H7DJR9MMOD026124,fiat,32337.86,16/1/2023,15:45:31,2
Y8H1J67OVM698145,crypto,24412.2,30/1/2023,4:27:05,2
HMH3H1QFFJ941658,crypto,29291.7,4/2/2023,0:54:58,2
GJ1EJX9D9U798302,fiat,5954.68,15/2/2023,13:33:49,2
82O7S3Y7QZ732895,fiat,46200.46,26/3/2023,19:14:01,2
R66NCVRKOM350560,crypto,8735.72,4/4/2023,13:20:38,2
XO3N2HPHJV453930,crypto,26895.26,30/5/2023,22:54:11,2
2LYFRQASWZ957848,fiat,42138.25,8/6/2023,5:07:42,2
XXQILYAMRX522918,fiat,44219.64,12/6/2023,1:13:06,2
CH7O6L3O9Z498122,crypto,37270.19,27/6/2023,11:11:23,2
1YVL40KHF3305981,crypto,41549.38,7/7/2023,8:13:20,2
U64ONUNFQB174945,crypto,23335.6,28/7/2023,7:07:44,2
9MLC9F3V6V940511,crypto,11129.53,7/8/2023,22:42:17,2
LGYCLX5MIT394376,crypto,667.75,17/8/2023,23:12:50,2
XAOL4GHDG1758923,crypto,1754.92,30/8/2023,9:54:13,2
JF7DD4AS4K821508,crypto,11469.6,18/9/2023,3:57:35,2
BMEY4YXHSA052117,fiat,24012.43,11/11/2023,20:05:51,2
SY7640DOBK628226,fiat,24657.32,19/1/2024,1:57:46,2
HY0PSI6CPE098715,crypto,55008.74,23/1/2024,23:17:32,2
54K9JPGN98005886,crypto,55954.02,2/2/2024,5:24:44,2
P2LXDVD6GZ465928,fiat,52028.94,29/2/2024,0:45:29,2
XFP8DQ2UAK788222,crypto,17296.34,7/4/2024,8:11:42,2
JP4J2KJOFX264087,crypto,52979.83,14/4/2024,21:56:23,2
Q456XBTMQ3303738,crypto,14974.93,22/4/2024,9:08:56,2
57RQ1HCN9R250007,crypto,55218.27,16/5/2024,0:43:07,2
89ABJHT48S303771,fiat,14074,13/6/2024,1:47:27,2
6OR4JYW1FB361133,crypto,33771.96,28/6/2024,14:24:03,2
EBZBZ3AEVI071586,crypto,44195.74,6/8/2024,23:20:45,2
TXFBH9I0Q2909267,crypto,25148.81,16/8/2024,8:48:51,2
XIOFN7MK3M874487,crypto,25666.1,12/9/2024,13:20:49,2
I5ZDR2CBRP543061,fiat,3696.95,16/9/2024,9:24:42,2
UHGRBCUGLF969490,fiat,7608.1,29/9/2024,13:33:08,2
3R6ZB63LM9976452,fiat,14195.88,1/10/2024,15:07:15,2
L2J6U2S0BB524753,crypto,23481.9,13/12/2024,6:22:26,2
67FX9P44JF339053,crypto,30321.28,14/12/2024,13:26:52,2
BRTIBP6PHU781881,crypto,13165.74,30/12/2024,1:25:01,2
3B3EK1WIJV539966,fiat,52924.27,1/2/2025,17:09:17,2
V0I6CXH2XH940471,fiat,47045.85,3/2/2025,8:11:05,2
V1KXWY7S6O629033,fiat,40278.01,3/2/2025,20:48:23,2
ME8H3W3BHN493697,fiat,5844.51,10/3/2025,1:48:10,2
PAYLFSJ9FZ402682,fiat,21453.97,23/3/2025,1:52:56,2
KB7XQCYJ7C815989,fiat,5567.28,22/4/2025,16:24:02,2
OAX71262G3123828,fiat,30109.09,10/5/2025,4:41:37,2
9GMOAXM5TE273025,crypto,8124.8,25/5/2025,10:58:58,2
WBN4EGF8WI740567,crypto,31987.57,9/6/2025,1:16:36,2
163Z8VGSHO440972,crypto,42594.97,3/12/2023,16:03:50,3
OCZJO1NMS0243227,crypto,51650.54,9/10/2023,13:49:27,3
E9A7O8HI6T885044,crypto,36799.27,9/10/2023,16:30:14,3
F6WJI4GZML661518,crypto,85991.78,9/10/2023,16:51:51,3
CXFYHVNWID819476,crypto,11063.89,9/10/2023,18:40:31,3
FE8182PW0W456578,crypto,18920.05,9/10/2023,18:41:27,3
OHGXUJHVHD987736,crypto,84512.1,9/10/2023,18:47:56,3
KHE8NNLBH1670509,crypto,87373.5,9/10/2023,19:18:03,3
P44YPZNAQM829049,crypto,25331.99,9/10/2023,20:10:38,3
G2CCJAT7XM905495,crypto,83470.03,9/10/2023,20:45:21,3
QRGH5DVAT7131458,crypto,79988.19,9/10/2023,21:03:07,3
M88U04YEJD234048,crypto,20868.9,9/10/2023,22:07:46,3
FMP6UL1KZO696247,crypto,46114.53,9/10/2023,22:12:13,3
K5C908KUL8461402,crypto,13872.66,9/10/2023,22:48:59,3
NS28AJY9W3157272,fiat,51872.76,9/10/2023,13:48:08,3
OK2DAT447T354483,fiat,77325.28,9/10/2023,14:07:52,3
M9S9ZPFSQ3292997,fiat,71461.66,9/10/2023,14:23:24,3
IMZ13X0O8U531234,fiat,32047.38,9/10/2023,14:46:41,3
U6WPFS08BL921506,fiat,29462.99,9/10/2023,15:03:22,3
153CSDR0KD337485,fiat,49557.93,9/10/2023,15:43:09,3
U7RL7S2L03346249,fiat,23559.72,9/10/2023,15:53:01,3
22VDTGW5YW133431,fiat,48587.65,9/10/2023,19:42:18,3
WOLMXVXPSO964799,fiat,58753.97,9/10/2023,20:18:24,3
4ADQ2V8KSI670596,fiat,7152.01,9/10/2023,21:35:19,3
XBE0AQYJBP931484,fiat,66821.07,9/10/2023,22:16:05,3
NYT830YLEN142700,fiat,34630.88,9/10/2023,22:36:37,3
RQHNQ1FOM4018554,fiat,28566.52,9/10/2023,22:39:40,3
JDYY8KK51F178716,fiat,537.45,10/10/2023,0:53:48,3
LILMWP0PJQ238594,fiat,52792.72,10/10/2023,6:34:00,3
KUCEGNJVNH901501,fiat,56794.38,10/10/2023,6:55:29,3
DYP5JHC0SY050880,fiat,76825.98,10/10/2023,7:15:02,3
PBHUT509LL778690,fiat,72549.82,10/10/2023,7:28:58,3
GDAK4NMSHU818718,fiat,68192.05,10/10/2023,7:44:39,3
ML2H8KHUWQ858039,fiat,11753.68,10/10/2023,7:51:07,3
6X44AATAFO587625,fiat,45357.39,10/10/2023,14:02:21,3
612YXS6NVY631558,fiat,15817.09,10/10/2023,16:23:31,3
4RQ20Y9M6F164428,fiat,25711.08,10/10/2023,16:45:52,3
1BLUG92BG1804402,fiat,67344.38,10/10/2023,0:40:21,3
2G8AA56I61666481,fiat,7978.64,10/10/2023,1:01:34,3
KTFO7UYRNU718490,fiat,74828.3,10/10/2023,1:37:33,3
E0TOIGUBTL145601,fiat,9028.51,10/10/2023,1:50:30,3
LFZTOXS6TA853248,fiat,7216.64,10/10/2023,2:07:12,3
TZAPJMPWA2733688,fiat,21167.01,10/10/2023,3:40:23,3
7J31L4XJ4E516938,fiat,77965.29,10/10/2023,4:37:53,3
T6GJ9FKSOK623948,fiat,2528.89,10/10/2023,4:42:43,3
GG2WSKRIVO489054,fiat,76602.17,10/10/2023,6:22:28,3
GHBBUX92MD856343,fiat,48794.13,10/10/2023,6:41:20,3
32OE3O3Y9N533404,fiat,79654.05,10/10/2023,7:04:38,3
T4YULTJSQJ590560,fiat,2278.65,10/10/2023,8:55:12,3
LK9UM923ED909456,fiat,47070.17,10/10/2023,9:28:27,3
ULC7EJJK1I651606,fiat,24251.83,10/10/2023,10:09:58,3
4DCL6FJVVA629534,fiat,37530.34,10/10/2023,11:15:35,3
V15LE8Q3XZ468751,fiat,15060.96,10/10/2023,11:33:28,3
QO1L3S843V369047,fiat,8611.02,10/10/2023,12:46:41,3
19XI8YKVVI062586,fiat,69287.01,10/10/2023,13:28:05,3
2JP8DBYQH9737485,fiat,88697.46,10/10/2023,14:54:11,3
FPF8P71M2W440082,fiat,315.25,10/10/2023,15:15:13,3
S8EU6E8C1K084214,fiat,6399.53,10/10/2023,16:12:01,3
476HFDHCH7612780,,57979.92,10/10/2023,7:29:21,3
1DBNOMYEMC464660,,63342.39,10/10/2023,13:30:41,3
GIPC2YI7P7562158,fiat,79847.35,1/7/2024,17:55:18,3
SOPWMW3TJK037107,fiat,43525.51,2/5/2024,1:36:51,3
81S8IN9N6K562521,fiat,65476.17,3/5/2024,3:01:54,3
97KZGKYE3S042091,crypto,2821.53,4/3/2024,17:39:57,3
MHHSDIH8M4041199,crypto,74522.01,5/4/2024,3:34:09,3
PJDYRPJT3S151731,fiat,4387.79,6/9/2024,8:26:08,3
MQVLWMFSHC628457,fiat,49650.64,8/2/2024,7:15:47,3
5KN324W158018418,crypto,39903.53,11/11/2024,15:27:29,3
X65VUWNZ5P126225,fiat,37411.22,3/2/2025,6:42:18,3
07LCQBHJD8813059,fiat,87312.74,3/3/2025,17:04:45,3
ECSZZL481W203722,crypto,1988.33,3/6/2025,18:57:33,3
4GOEPYA50K680837,fiat,38562.49,6/4/2025,17:09:20,3
10GWQNKLVD642533,crypto,30284.29,10/5/2025,19:47:37,3
5DRYNV392L294100,crypto,997.4,11/6/2025,23:49:49,3
6VKR7U1GHA053614,fiat,85161.74,13/11/2023,22:07:10,3
DW8LXJ3932261844,fiat,62295.83,16/10/2023,0:45:21,3
ONML35BQKZ806488,fiat,40014.6,19/11/2023,10:14:16,3
TYYFQ4WDKH864613,crypto,41423.57,19/6/2025,14:54:08,3
W74B3O4F2Z002519,pryoco,29635.53,21/11/2023,6:09:55,3
H1CFXS3F7O541039,fiat,74387.32,21/3/2025,4:54:39,3
3ODJWG7A8U753922,fiat,17211.86,24/10/2023,7:29:21,3
LIL1XZ505S570398,crypto,15632.81,30/4/2024,4:40:26,3
FI1HDS2PER930240,crypto,42293.76,28/2/2023,13:14:21,4
AC83FJBZHN821930,crypto,47753.54,28/2/2023,13:15:46,4
MZUJ0P1NWY734497,crypto,68268.05,28/2/2023,14:05:43,4
H2P42XBV5U334253,crypto,58517.05,28/2/2023,14:40:59,4
2P18S30OLK585219,fiat,38468.49,28/2/2023,14:55:25,4
JUWT9JSU1Q549394,crypto,86079.51,28/2/2023,15:12:46,4
ZZXMAH921C926895,fiat,47853.49,28/2/2023,15:43:52,4
XVHX2T35GT623584,crypto,26403.81,28/2/2023,15:52:03,4
4UQC0XH8N7852718,crypto,62635.61,28/2/2023,17:46:31,4
OGKT92Q4ZC378018,fiat,1025,28/2/2023,18:19:29,4
CBOAGANBL0690871,fiat,85580.48,28/2/2023,18:48:09,4
HNBUCII47A396992,fiat,54235.96,28/2/2023,19:28:40,4
PR6ODZIOLF762310,crypto,1865.99,28/2/2023,19:33:16,4
QIWXR243ZT399705,crypto,1897.07,28/2/2023,19:37:37,4
7NDUK0PK1B432981,fiat,9302.65,,20:29:58,4
T1FYT341KQ015317,fiat,72509.88,28/2/2023,21:47:05,4
SV3VGD43BF592505,crypto,58888.82,28/2/2023,22:04:51,4
K68JCJNMAD564882,fiat,89044.95,28/2/2023,22:07:45,4
BDQQ5GNIOR381405,crypto,70283.92,28/2/2023,22:15:22,4
8VMZ6920F9155182,crypto,41482.91,28/2/2023,22:28:40,4
SQMSH4J6UU981771,fiat,11828.16,28/2/2023,23:10:38,4
69FFPIF5U0391639,fiat,23229.62,28/2/2023,23:18:00,4
VCLFHC4YS3139746,crypto,14273.04,28/2/2023,23:54:53,4
4O1JH8NOA8807921,fiat,48980.99,1/3/2023,0:26:00,4
PGYBAVGC0S637457,crypto,25518.48,1/3/2023,0:34:46,4
DGNARXTDBI666176,crypto,74575.08,1/3/2023,0:35:14,4
0POPZ3JW4Y495584,crypto,44649.93,1/3/2023,1:30:13,4
EX9G7TD5I6651777,crypto,24965.9,1/3/2023,1:46:36,4
VD51HMSODX016751,crypto,84379.51,1/3/2023,2:01:58,4
UPWNPF2G6W261428,fiat,25890.2,1/3/2023,2:53:47,4
6UW29URHAJ211622,fiat,70405.6,1/3/2023,2:57:47,4
T2QCRNYFAX856080,crypto,3943.42,1/3/2023,3:32:09,4
OM6F77E7D0733353,crypto,62854.78,1/3/2023,4:21:22,4
6R9PHTT8KC088245,crypto,65116.57,1/3/2023,4:23:06,4
BUFU7ORMJQ259757,fiat,1089.63,1/3/2023,6:22:12,4
KIZ72PH1EI507260,crypto,37206.96,1/3/2023,7:03:23,4
XAXCV084Y4927955,crypto,30169.62,1/3/2023,8:12:26,4
5E31VOD31O227619,fiat,26158.64,1/3/2023,8:42:27,4
6E8CQBMULF785417,fiat,78560.65,1/3/2023,9:49:22,4
RYPQCLEI8V606174,crypto,2260.15,1/3/2023,9:57:19,4
981X936WZ8626842,fiat,65342.99,1/3/2023,10:05:08,4
HCIBMN5M0T085006,crypto,31597.81,1/3/2023,10:35:55,4
I1MC2WJME4578878,fiat,41116.39,1/3/2023,10:58:58,4
K31M7UEOLD949047,fiat,84101.36,1/3/2023,11:06:31,4
ZCUYGI6TAY494367,crypto,19643.65,1/3/2023,11:41:21,4
2TDGQA7LRJ384373,fiat,48850.25,1/3/2023,12:57:27,4
J95NJAT9L7828559,crypto,60841.9,1/3/2023,13:22:15,4
4STEJO3KYA070048,fiat,38075.62,1/3/2023,14:16:20,4
8FWO279A1O436201,fiat,84304.75,1/3/2023,15:01:04,4
3LV6GLJ1QL651592,fiat,44268.27,1/3/2023,,4
9LBS93B66E545474,fiat,60086.65,1/3/2023,15:23:09,4
HJ0I7UQ3S4332553,crypto,13959.21,1/3/2023,15:52:24,4
ZO0HJMPM05506935,fiat,65970.33,1/3/2023,16:11:35,4
D0W1L9RW6G877401,crypto,77218.36,31/3/2023,18:28:42,4
26O66RYDUJ531127,crypto,33874.99,18/5/2023,18:41:26,4
BXFN1JQGSG766074,crypto,41558.6,20/5/2023,20:27:39,4
ID63UXVHMT053004,fiat,14345.23,22/6/2023,10:13:25,4
NIAZN7RH5O448531,crypto,56061.12,21/7/2023,10:39:22,4
WHLIBHOLBH920062,crypto,48503.29,19/8/2023,20:45:13,4
R72UYYGW92032629,fiat,80116.24,30/8/2023,6:47:10,4
L9SGJZJEKB860585,fiat,68407.81,10/9/2023,3:12:46,4
9YZDPIY2C1497408,crypto,51337.35,15/9/2023,16:44:26,4
8XTB1BKGC6175825,crypto,29795.6,5/10/2023,17:24:13,4
I3GVLVP8Z6096787,fiat,89677.2,18/11/2023,21:34:24,4
ABXOJ8F6WH246134,fiat,81616.42,26/11/2023,9:31:26,4
WWGON9BOQ4180353,fiat,45316.81,27/11/2023,20:42:46,4
HTIR6VTAMO269572,fiat,2308.83,12/1/2024,1:08:59,4
AUM8956VP8192490,crypto,60791.79,28/1/2024,3:34:11,4
HUVB9SE7PT845238,crypto,75345.87,7/2/2024,10:43:42,4
CBELY4O8IM479944,crypto,6710.67,5/3/2024,7:43:40,4
WLY25MQSSO979993,fiat,47822.18,6/3/2024,6:22:12,4
EG1BWUZK1L627237,fiat,69861.4,18/4/2024,2:42:29,4
KUM28M6ME8950331,fiat,87676.52,19/4/2024,3:01:35,4
7W8QNKRG74301540,fiat,19547.18,19/4/2024,9:39:06,4
GWYWRZK10N253015,crypto,86028.05,26/4/2024,6:56:08,4
64W5ZO9WOR335347,fiat,37514.01,26/4/2024,11:40:36,4
TLB8CKHEFF906591,fiat,67058.65,24/5/2024,6:45:29,4
6KSN32R6OE877887,fiat,32312.14,12/6/2024,16:57:10,4
ZG1ZEQCORT063535,crypto,49446.29,6/7/2024,19:32:21,4
DO30GLO7L0090396,fiat,28948.59,6/10/2024,21:23:43,4
L0T1HXMXY9048308,crypto,65483.69,7/12/2024,11:23:56,4
